,D,DevE2R,DevR2E,DevtE2R,DevtR2E,HitRate_0.5F,HitRate_0.5P,HitRate_0.5R,HitRate_3F,HitRate_3P,HitRate_3R,HitRate_t0.5F,HitRate_t0.5P,HitRate_t0.5R,HitRate_t3F,HitRate_t3P,HitRate_t3R,HitRate_w0.5F,HitRate_w3F,HitRate_wt0.5F,HitRate_wt3F,PWF,PWP,PWR,Sf,So,Su,ds_name,track_id
0,0.6083659238943623,1.8999999999999986,1.8999999999999986,3.1999999999999975,3.1999999999999975,0.3,0.3,0.3,0.6,0.6,0.6,0.125,0.125,0.125,0.5,0.5,0.5,0.3,0.6,0.125,0.5,0.4773289011477429,0.5047011853972211,0.45277292700495625,0.5549539050753813,0.5361985907433722,0.5750688343902424,0004,0004_abc
1,0.5550932463340537,2.100000000000006,4.799999999999997,3.0999999999999988,6.299999999999983,0.34782608695652173,0.4,0.3076923076923077,0.5217391304347826,0.6,0.46153846153846156,0.3157894736842105,0.375,0.2727272727272727,0.4210526315789474,0.5,0.36363636363636365,0.37191439623744194,0.5578715943561628,0.34265495196745405,0.4568732692899388,0.4463232134346279,0.4001993388377257,0.5044638021090906,0.5382726473373288,0.5934612792926041,0.4924751678181507,0008,0008_america
2,0.6083659238943623,0.8999999999999879,0.8999999999999879,0.8999999999999879,0.8999999999999879,0.4000000000000001,0.4,0.4,0.7,0.7,0.7,0.375,0.375,0.375,0.75,0.75,0.75,0.4,0.7000000000000001,0.375,0.75,0.5307112748146906,0.6388373830279666,0.45388858481244804,0.5897583569185889,0.5278113957550592,0.6681797501806346,0009,0009_americanmusic
3,0.44997890281611896,3.8999999999999773,0.7000000000000455,9.999999999999986,0.7000000000000455,0.14285714285714285,0.1111111111111111,0.2,0.6190476190476191,0.48148148148148145,0.8666666666666667,0.10526315789473685,0.08,0.15384615384615385,0.631578947368421,0.48,0.9230769230769231,0.1251076577419959,0.5421331835486488,0.09099451200413983,0.545967072024839,0.46940225053086876,0.3544500722517678,0.6947019819506108,0.5748904066789611,0.7292250011084128,0.4744721913098341,0010,0010_andjusticeforall
4,0.49850737822208474,2.0,0.6000000000000014,10.899999999999999,0.6000000000000014,0.3448275862068966,0.2631578947368421,0.5,0.6896551724137931,0.5263157894736842,1.0,0.31999999999999995,0.23529411764705882,0.5,0.6399999999999999,0.47058823529411764,1.0,0.2987837596136648,0.5975675192273296,0.2714715202730154,0.5429430405460308,0.5082937750724531,0.4845444619492819,0.534491160295599,0.611474759456085,0.6258634293840182,0.5977328154741268,0013,0013_athingaboutyou
5,0.5816771095230489,6.300000000000011,0.5,10.6,0.5,0.4761904761904762,0.38461538461538464,0.625,0.4761904761904762,0.38461538461538464,0.625,0.4705882352941177,0.36363636363636365,0.6666666666666666,0.4705882352941177,0.36363636363636365,0.6666666666666666,0.42584378505149384,0.42584378505149384,0.41061881644441717,0.41061881644441717,0.6144297509206587,0.5963659220821723,0.6336220623156438,0.686784736586961,0.7016315087098596,0.6725532703243129,0014,0014_babaoriley
6,0.5888357863647751,3.3000000000000114,3.3000000000000114,3.3000000000000114,3.3000000000000114,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.18181818181818182,0.4545454545454546,0.1111111111111111,0.4444444444444444,0.6324384780984253,0.5176629768244146,0.8126089915887061,0.6937902945443076,0.7896566584610372,0.6186808381237543,0020,0020_becauseofyou
7,0.5816771095230489,3.0,1.8999999999999773,3.0,1.8999999999999773,0.24999999999999994,0.23076923076923078,0.2727272727272727,0.5833333333333334,0.5384615384615384,0.6363636363636364,0.19999999999999998,0.18181818181818182,0.2222222222222222,0.6,0.5454545454545454,0.6666666666666666,0.2400661062010491,0.5601542478024478,0.19053865237103995,0.57161595711312,0.5646048830708521,0.4841953708274852,0.6770397350915365,0.6477696636079538,0.7211065294534753,0.5879725815251756,0021,0021_better
8,0.6083659238943623,3.6999999999999886,3.6999999999999886,4.550000000000004,4.550000000000004,0.20000000000000004,0.2,0.2,0.4000000000000001,0.4,0.4,0.125,0.125,0.125,0.375,0.375,0.375,0.2,0.4,0.125,0.375,0.5957949925771878,0.6902659041757987,0.524069931457034,0.5661987194745614,0.508415177034476,0.6388011850465324,0024,0024_billionaire
9,0.45258866790140134,8.549999999999997,0.950000000000017,9.150000000000011,1.0999999999999996,0.2631578947368421,0.19230769230769232,0.4166666666666667,0.42105263157894735,0.3076923076923077,0.6666666666666666,0.17647058823529413,0.125,0.3,0.35294117647058826,0.25,0.6,0.22246044851648644,0.35593671762637835,0.14651366759245726,0.29302733518491453,0.39955416201727845,0.29853896138779595,0.6038892945783945,0.412835387808509,0.5633595970310337,0.32578800034209743,0027,0027_blackened
10,0.6202530792244966,0.5999999999999943,3.1000000000000014,3.1000000000000014,6.799999999999999,0.3,0.3333333333333333,0.2727272727272727,0.5,0.5555555555555556,0.45454545454545453,0.125,0.14285714285714285,0.1111111111111111,0.375,0.42857142857142855,0.3333333333333333,0.3156750968473434,0.526125161412239,0.13327216881407314,0.3998165064422195,0.5520809862118206,0.5083591640835916,0.6040311514265856,0.5822053364389956,0.6224303320524309,0.5468638759140061,0035,0035_boyfriend
