,D,DevE2R,DevR2E,DevtE2R,DevtR2E,HitRate_0.5F,HitRate_0.5P,HitRate_0.5R,HitRate_3F,HitRate_3P,HitRate_3R,HitRate_t0.5F,HitRate_t0.5P,HitRate_t0.5R,HitRate_t3F,HitRate_t3P,HitRate_t3R,HitRate_w0.5F,HitRate_w3F,HitRate_wt0.5F,HitRate_wt3F,PWF,PWP,PWR,Sf,So,Su,ds_name,track_id
0,0.5832766800551464,0.4453099999999992,2.2984149999999977,2.34192,4.08182,0.28571428571428575,0.3333333333333333,0.25,0.5714285714285715,0.6666666666666666,0.5,0.11764705882352941,0.14285714285714285,0.1,0.47058823529411764,0.5714285714285714,0.4,0.3075294550810015,0.615058910162003,0.1289463527595523,0.5157854110382092,0.5200230097264762,0.5387897755359478,0.5025195830506384,0.5865144320648529,0.5884836020971176,0.5845583964636519,0004,0004_abc
1,0.5357938279961953,1.668449999999992,2.8771700000000067,2.6403599999999923,3.31372,0.14814814814814814,0.16666666666666666,0.13333333333333333,0.5185185185185186,0.5833333333333334,0.4666666666666667,0.08695652173913043,0.1,0.07692307692307693,0.4347826086956522,0.5,0.38461538461538464,0.15679924909069579,0.5487973718174353,0.09297859905936048,0.4648929952968024,0.4466307180762313,0.4331127674145109,0.46101967563697344,0.5123080261268231,0.5319102664976929,0.49409921862564155,0008,0008_america
2,0.526621508527671,1.389179999999996,0.9738900000000044,1.389179999999996,0.9738900000000044,0.07692307692307691,0.06666666666666667,0.09090909090909091,0.6923076923076923,0.6,0.8181818181818182,0.0,0.0,0.0,0.7272727272727274,0.6153846153846154,0.8888888888888888,0.0714637120061603,0.6431734080554428,0.0,0.6670493398886921,0.487751885877454,0.5511261951573234,0.4374493415439095,0.5312132701333183,0.4871488824984561,0.5840419917954099,0009,0009_americanmusic
3,0.49352328437657,3.879099999999994,1.3769149999999968,12.49812,1.3769149999999968,0.2857142857142857,0.2631578947368421,0.3125,0.45714285714285713,0.42105263157894735,0.5,0.2580645161290323,0.23529411764705882,0.2857142857142857,0.45161290322580644,0.4117647058823529,0.5,0.27405013452326266,0.43848021523722025,0.24623208165972657,0.4309061429045215,0.3534883019182419,0.2639592138483213,0.5349218998870383,0.4428994714373986,0.5845825185903569,0.35649671512406467,0010,0010_andjusticeforall
4,0.4728949037454486,5.6084900000000175,1.847730000000002,11.30484,1.848230000000001,0.12121212121212123,0.09523809523809523,0.16666666666666666,0.5454545454545454,0.42857142857142855,0.75,0.06896551724137931,0.05263157894736842,0.1,0.48275862068965514,0.3684210526315789,0.7,0.10675485685071574,0.48039685582822084,0.05975675192273296,0.41829726345913076,0.6108017246338988,0.6073409768679305,0.6143021384611901,0.6589406183541918,0.667675319246289,0.6504315054853438,0013,0013_athingaboutyou
5,0.5266215085276709,6.281240000000025,0.7842149999999961,10.408809999999999,0.7842149999999961,0.24,0.2,0.3,0.48,0.4,0.6,0.1904761904761905,0.15384615384615385,0.25,0.4761904761904762,0.38461538461538464,0.625,0.218318449139621,0.436636898279242,0.17033751402059755,0.42584378505149384,0.6283879336278614,0.577760249601234,0.6887405428717575,0.7055093235176462,0.7382269846800523,0.6755686330695725,0014,0014_babaoriley
6,0.5660273828745789,3.202280000000002,2.6645400000000006,3.202280000000002,2.6645400000000006,0.2608695652173913,0.2727272727272727,0.25,0.43478260869565216,0.45454545454545453,0.4166666666666667,0.2105263157894737,0.2222222222222222,0.2,0.4210526315789474,0.4444444444444444,0.4,0.26662587784635033,0.4443764630772504,0.2161759948236817,0.4323519896473634,0.5020626219952404,0.44106438155372646,0.5826405352067223,0.5609466221539506,0.6136545158603479,0.5165769000463118,0020,0020_becauseofyou
7,0.5582234968034565,2.719654999999989,2.128354999999999,4.262434999999993,2.128354999999999,0.07692307692307691,0.07142857142857142,0.08333333333333333,0.4615384615384615,0.42857142857142855,0.5,0.0,0.0,0.0,0.45454545454545453,0.4166666666666667,0.5,0.07409296549277034,0.44455779295662196,0.0,0.43491278312939347,0.6237167258197885,0.49768195204038707,0.8352345336744276,0.6851206331948804,0.8077397621248728,0.5948233338816339,0021,0021_better
8,0.5832766800551464,3.9187800000000266,4.01536,4.211480000000009,4.211480000000009,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.27272727272727276,0.27272727272727276,0.2222222222222222,0.2222222222222222,0.6412666519872289,0.720287515243117,0.5778700383893557,0.5933147764259562,0.551096398616801,0.6425383356418766,0024,0024_billionaire
9,0.4935232843765701,10.46832999999998,7.274680000000004,11.310990000000004,8.871754999999993,0.11428571428571428,0.10526315789473684,0.125,0.22857142857142856,0.21052631578947367,0.25,0.06451612903225808,0.058823529411764705,0.07142857142857142,0.1935483870967742,0.17647058823529413,0.21428571428571427,0.10962005380930506,0.21924010761861012,0.06155802041493164,0.18467406124479493,0.4725798769606998,0.4350460562019624,0.5172017195468823,0.5531287569814117,0.5874914289154642,0.5225637386154043,0027,0027_blackened
10,0.5660273828745789,2.530369999999998,6.529395000000008,5.9326050000000095,8.095865000000012,0.16666666666666666,0.2,0.14285714285714285,0.3333333333333333,0.4,0.2857142857142857,0.1,0.125,0.08333333333333333,0.3,0.375,0.25,0.18170446511121988,0.36340893022243975,0.11102618636182375,0.33307855908547124,0.5319347925809786,0.49238475734652903,0.578393332003228,0.5815375026010189,0.6420907547144878,0.531421104159925,0035,0035_boyfriend
